ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
14959,SN 2016ggp,20:32:39.470,-56:58:36.73,SN Ia,0.048,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bgd,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.27,G-Gaia,2016-09-10 16:19:12.000,Gaia_Bot1,,2016TNSTR.676....1D,2016TNSCR.706....1S,
14947,SN 2016ggd,01:12:32.462,-17:27:18.22,SN II,0.045,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16csz,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,18.33,cyan-ATLAS,2016-09-08 12:28:48.000,ATLAS_Bot1,,2016TNSTR.675....1T,2016TNSCR.705....1A,
14945,SN 2016ggb,01:53:12.541,-49:33:39.47,SN Ia,,ESO 197-G 010,0.020588,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16km,ASASSN-2 - Cassius,LCO-duPont - BC-duPont,1,1,,16.3,V-Johnson,2016-09-12 08:09:36.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.674....1B,2016TNSCR.985....1R,
14942,SN 2016gfy,07:26:45.930,+85:45:51.16,SN II,0.008,NGC2276,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",NUTS,GaiaAlerts; Pan-STARRS,,"Gaia - Gaia-photometric, Other - Other, PS1 - GPC1",NOT - ALFOSC,1,1,,16.3,Clear-,2016-09-13 02:29:24.000,Dimai,,2016TNSTR.673....1D,2016TNSCR.684....1E,
14938,SN 2016gfu,00:10:36.480,-06:38:08.88,SN IIP,0.027,,,"ATLAS, Pan-STARRS, GaiaAlerts","ATLAS, Pan-STARRS, GaiaAlerts",PESSTO,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS16crz,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.24,cyan-ATLAS,2016-09-08 11:25:26.000,ATLAS_Bot1,,2016TNSTR.667....1T,2016TNSCR.700....1S,
14937,SN 2016gft,01:21:44.080,-11:46:10.34,SN II,0.009,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",PESSTO,ATLAS; GaiaAlerts,ATLAS16csb,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,17.9,cyan-ATLAS,2016-09-08 12:25:55.000,ATLAS_Bot1,,2016TNSTR.667....1T,2016TNSCR.691....1S,
14935,SN 2016gfr,18:19:35.570,+23:47:09.20,SN Ia,0.014,PGC 1693718,,POSS,POSS,None,POSS,,Other - Other,Other - Other,1,1,,17.6,Clear-,2016-09-12 05:22:23.000,Puckett,,2016TNSTR.671....1P,2016TNSCR.688....1L,
14928,SN 2016gfk,01:14:06.470,-32:39:25.80,SN Ia,0.012,IC1657,,BOSS,BOSS,PESSTO,BOSS,,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,17.0,Clear-,2016-09-11 11:36:28.000,Parker,,2016TNSTR.668....1P,2016TNSCR.700....1S,
14913,SN 2016gev,01:12:07.425,+41:46:28.76,SN Ia,0.07,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16gev,"P48 - CFH12k, PS1 - GPC1",Gemini-N - GMOS,1,1,,20.0768,g-PTF,2016-09-11 10:26:24.000,iPTF_Bot1,,2016TNSTR.681....1K,2016TNSCR.683....1P,
14912,SN 2016geu,21:04:15.863,-06:20:24.50,SN Ia,0.409,,,iPTF,iPTF,iPTF,iPTF,iPTF16geu,P48 - CFH12k,P60 - SEDM,1,1,2016-10-09,19.5558,R-PTF,2016-09-11 07:26:24.000,iPTF_Bot1,,2016TNSTR.777....1K,2016TNSCR.778....1Y,
14899,SN 2016geh,01:19:17.988,+44:07:24.60,SN Ia,0.1033,,,iPTF,iPTF,iPTF,iPTF,iPTF16geh,P48 - CFH12k,P60 - SEDM,1,1,2016-10-27,19.383,R-PTF,2016-09-10 11:54:14.000,iPTF_Bot1,,2016TNSTR.841....1K,2016TNSCR.843....1H,
14898,SN 2016geg,00:32:05.125,+39:48:36.30,SN II,0.0931,,,iPTF,iPTF,iPTF,iPTF,iPTF16geg,P48 - CFH12k,P200 - DBSP,1,1,2018-09-10,19.7461,g-PTF,2016-09-10 10:04:48.000,iPTF_Bot1,,2018TNSTR1344....1K,2021TNSCR2382....1S,
14890,SN 2016gdy,22:52:52.237,-06:06:28.84,SN Ia,0.07,,,iPTF,iPTF,iPTF,iPTF,iPTF16gdy,P48 - CFH12k,NOT - ALFOSC,1,1,2016-09-29,18.525,R-PTF,2016-09-10 08:54:14.000,iPTF_Bot1,,2016TNSTR.732....1K,2016TNSCR.735....1P,
14888,SN 2016gdw,22:27:05.120,+23:16:45.57,SN II,0.065,,,iPTF,iPTF,iPTF,iPTF,iPTF16gdw,P48 - CFH12k,P200 - DBSP,1,1,2018-09-10,20.111,R-PTF,2016-09-10 08:16:47.000,iPTF_Bot1,,2018TNSTR1344....1K,2021TNSCR2567....1Y,
14887,SN 2016gdv,22:04:28.162,+09:24:26.62,SN II,0.081,,,iPTF,iPTF,iPTF,iPTF,iPTF16gdv,P48 - CFH12k,Keck1 - LRIS,1,1,2018-09-10,18.934,g-PTF,2016-09-10 06:21:36.000,iPTF_Bot1,,2018TNSTR1344....1K,2021TNSCR2567....1Y,
14886,SN 2016gdu,04:10:31.493,-54:41:06.72,SN Ia-91T-like,0.043,LSBG F156-039,0.043707,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16kk,ASASSN-2 - Cassius,ESO-NTT - EFOSC2-NTT,1,1,,16.9,V-Johnson,2016-09-09 05:45:36.000,Stanek,,2016TNSTR.658....1S,2016TNSCR.660....1B,
14885,SN 2016gdt,21:52:22.554,+03:25:18.70,SN Ia-91bg-like,0.028907,IC 1407,,"ISSP, Pan-STARRS","ISSP, Pan-STARRS",Padova-Asiago,ISSP; Pan-STARRS,,"Other - Other, PS1 - GPC1",Ekar - AFOSC,1,1,,18.3,Clear-,2016-09-08 23:31:12.000,Ciabattari,,2016TNSTR.652....1C,2016TNSCR.666....1C,
14882,SN 2016gdq,23:25:53.552,+26:54:23.94,SN Ia,0.13,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16gdq,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,20.2609,g-PTF,2016-09-09 10:24:57.000,iPTF_Bot1,,2016TNSTR.732....1K,2016TNSCR.735....1P,
14878,SN 2016gdm,00:07:34.047,+31:56:55.38,SN Ia,0.073,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16gdm,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,18.9662,R-PTF,2016-09-09 12:07:12.000,iPTF_Bot1,,2016TNSTR.681....1K,2016TNSCR.683....1P,
14866,SN 2016gda,01:39:26.410,-34:00:43.20,SN Ia,0.029,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bfu,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.81,G-Gaia,2016-09-07 23:11:02.000,Gaia_Bot1,,2016TNSTR.651....1D,2016TNSCR.660....1B,
14857,SN 2016gcr,22:32:17.210,-23:42:09.04,SN Ia,0.065,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16eho,PS1 - GPC1,SALT - RSS,1,1,,18.83,w-P1,2016-09-07 09:14:24.000,PS1_Bot1,,2016TNSTR.647....1C,2016TNSCR.678....1J,
14852,SN 2016gcm,21:04:55.177,+65:42:28.88,SN Ic,,PGC166705,,"ISSP, Pan-STARRS","ISSP, Pan-STARRS",Padova-Asiago,ISSP; Pan-STARRS,,"Other - Other, PS1 - GPC1",Ekar - AFOSC,1,1,,18.4,Clear-,2016-09-08 01:11:22.000,Caimmi,,2016TNSTR.646....1C,2016TNSCR.656....1C,
14851,SN 2016gcl,23:37:56.650,+27:16:37.67,SN Ia-91T-like,0.028,AGC 331536,0.027999,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts","ASAS-SN, Padova-Asiago",ASAS-SN; GaiaAlerts,ASASSN-16ke,"ASASSN-1 - Brutus, Gaia - Gaia-photometric","Ekar - AFOSC, LT - SPRAT",1,1,,17.0,V-Johnson,2016-09-08 08:38:24.000,Brown,,2016TNSTR.644....1B,"2016TNSCR.655....1B, 2016TNSCR1128....1C",
14819,SN 2016gbf,00:39:55.531,+14:52:10.46,SN Ia,0.11,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16gbf,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,19.993,g-PTF,2016-09-08 10:45:07.000,iPTF_Bot1,,2016TNSTR.732....1K,2016TNSCR.735....1P,
14795,SN 2016gah,22:13:37.997,+29:08:17.83,SN Ia,0.09,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16gah,"P48 - CFH12k, PS1 - GPC1",Keck1 - LRIS,1,1,,20.1567,R-PTF,2016-09-08 08:39:50.000,iPTF_Bot1,,2016TNSTR.681....1K,2016TNSCR.683....1P,
14774,SN 2016fzm,21:57:18.234,+03:08:17.12,SN Ia,0.09,,,iPTF,iPTF,iPTF,iPTF,iPTF16fzm,P48 - CFH12k,P60 - SEDM,1,1,2016-09-29,20.6531,R-PTF,2016-09-07 07:56:38.000,iPTF_Bot1,,2016TNSTR.732....1K,2016TNSCR.735....1P,
14729,SN 2016fxu,01:53:58.970,-00:45:01.98,SN Ic,0.016,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16efm,PS1 - GPC1,SALT - RSS,1,1,,20.5,w-P1,2016-08-27 13:36:28.000,PS1_Bot1,,2016TNSTR.637....1C,2016TNSCR.649....1J,
14662,SN 2016fvf,23:00:04.274,+17:50:54.26,SN Ia,0.04,SDSS J230003.74+175047.3,,"PTSS, iPTF, Pan-STARRS","PTSS, iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS; PTSS,PTSS-16nqb,"CNEOST - STA1600, P48 - CFH12k, PS1 - GPC1","FTS - FLOYDS-S, P60 - SEDM",1,1,,18.067,r-Sloan,2016-09-08 15:50:51.000,Li,,2016TNSTR.654....1X,"2016TNSCR.683....1P, 2016TNSCR1130....1P",
14623,SN 2016fts,02:06:51.163,+14:43:21.22,SN Ia,0.03,IC 1780,0.034757,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16jw,ASASSN-1 - Brutus,ESO-NTT - EFOSC2-NTT,1,1,,17.0,V-Johnson,2016-09-05 12:00:00.000,Stanek,,2016TNSTR.629....1S,2016TNSCR.657....1B,
14606,SN 2016ftb,01:22:37.896,+10:53:03.20,SN II,0.047,,,iPTF,iPTF,iPTF,iPTF,iPTF16ftb,P48 - CFH12k,P200 - DBSP,1,1,2018-09-05,18.8767,g-PTF,2016-09-05 12:20:09.000,iPTF_Bot1,,2018TNSTR1304....1K,2021TNSCR2567....1Y,
14597,SN 2016fss,14:02:51.910,-30:36:59.26,SN Ia,0.037,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bew,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,16.8,G-Gaia,2016-09-01 23:03:50.000,Gaia_Bot1,,2016TNSTR.627....1D,2016TNSCR.650....1B,
14571,SN 2016frs,02:17:29.370,-59:51:23.47,SN Ia,0.02919,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16bdz,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,16.86,G-Gaia,2016-08-29 21:38:52.000,Gaia_Bot1,,2016TNSTR.627....1D,2016TNSCR.650....1B,
14566,SN 2016frp,00:21:32.540,-05:57:24.29,SN Ib-pec,0.027,GALEXASC J002132.53-055728.4,,PTSS,PTSS,PTSS,PTSS,PTSS-16mvz,CNEOST - STA1600,BAO-2.16m - Phot-spec,1,1,,18.5,r-Sloan,2016-08-27 18:36:59.000,Li,,2016TNSTR.628....1X,2016TNSCR.640....1R,
14541,SN 2016fqr,02:52:51.019,+42:12:25.68,SN II,0.012,NGC 1122,0.012192,"LOSS, Pan-STARRS","LOSS, Pan-STARRS",NUTS,LOSS; Pan-STARRS,kait-16ay,"Other - Other, PS1 - GPC1",NOT - ALFOSC,1,1,,17.5,Clear-,2016-09-02 12:30:39.000,Zheng,,2016TNSTR.626....1C,2016TNSCR.635....1E,
14491,SN 2016fov,16:48:21.280,+06:16:15.02,SN Ia-pec,0.036,,,GaiaAlerts,GaiaAlerts,iPTF,GaiaAlerts,,"Gaia - Gaia-photometric, Other - Other",P60 - SEDM,1,1,,17.5,Clear-,2016-08-31 11:09:22.000,Itagaki,,2016TNSTR.610....1I,2016TNSCR.633....1N,
14487,SN 2016for,21:48:10.537,+26:28:31.48,SN Ia,0.07,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16for,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,19.516,R-PTF,2016-08-31 06:05:45.000,iPTF_Bot1,,2016TNSTR.681....1K,2016TNSCR.683....1P,
14484,SN 2016foo,01:18:53.200,+09:57:35.49,SN II,0.05,,,iPTF,iPTF,iPTF,iPTF,iPTF16foo,P48 - CFH12k,P60 - SEDM,1,1,2016-09-11,19.072,g-PTF,2016-08-30 12:23:02.000,iPTF_Bot1,,2016TNSTR.662....1K,2016TNSCR.665....1Y,
14473,SN 2016fod,00:23:37.899,-00:30:17.41,SN Ia,0.06,,,iPTF,iPTF,iPTF,iPTF,iPTF16fod,P48 - CFH12k,P60 - SEDM,1,1,2016-09-15,18.7341,R-PTF,2016-08-30 10:36:28.000,iPTF_Bot1,,2016TNSTR.681....1K,2016TNSCR.683....1P,
14472,SN 2016foc,00:00:09.344,-01:15:20.57,SN Ia,0.08,,,iPTF,iPTF,iPTF,iPTF,iPTF16foc,P48 - CFH12k,P60 - SEDM,1,1,2016-09-15,18.6583,R-PTF,2016-08-30 10:16:19.000,iPTF_Bot1,,2016TNSTR.681....1K,2016TNSCR.683....1P,
14470,SN 2016fob,08:05:09.197,-22:35:59.39,SN Ia,0.024,CGMW 2-2125,,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16jq,ASASSN-2 - Cassius,LCO-duPont - WFCCD,1,1,,16.1,V-Johnson,2016-08-30 09:36:00.000,Stanek,,2016TNSTR.607....1S,2016TNSCR.999....1S,
14469,SN 2016foa,01:05:52.361,+08:12:52.86,SN II,0.04,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16foa,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,19.832,g-PTF,2016-08-30 12:04:19.000,iPTF_Bot1,,2016TNSTR.642....1K,2016TNSCR.672....1Y,
14460,SN 2016fnr,16:37:38.820,+72:22:24.60,SN Ia,0.014367,UGC 10502,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",None,GaiaAlerts; iPTF,,"Gaia - Gaia-photometric, Other - Other, P48 - CFH12k",BAO-2.16m - Phot-spec,1,1,,16.4,Clear-,2016-08-29 21:31:40.000,Arbour,,2016TNSTR.601....1A,2016TNSCR.612....1R,
14443,SN 2016fnb,22:58:28.774,-10:33:21.04,SN IIP,0.025019,FGC 2436,0.025,"PTSS, Pan-STARRS","PTSS, Pan-STARRS",PTSS,Pan-STARRS; PTSS,PTSS-16mxs,"CNEOST - STA1600, PS1 - GPC1",BAO-2.16m - Phot-spec,1,1,,19.0,r-Sloan,2016-08-28 16:34:24.000,Li,,2016TNSTR.604....1L,2016TNSCR.616....1R,
14435,SN 2016fmt,01:34:50.520,+21:24:58.30,SN II,0.03326,NGC 606,,ISSP,ISSP,None,ISSP,,Other - Other,BAO-2.16m - Phot-spec,1,1,,17.8,Clear-,2016-08-28 02:52:48.000,Ciabattari,,2016TNSTR.602....1C,2016TNSCR.613....1R,
14417,SN 2016fmb,21:35:25.480,+21:19:12.47,SN Ia,0.07,,,"ATLAS, iPTF, GaiaAlerts","ATLAS, iPTF, GaiaAlerts",PESSTO,ATLAS; GaiaAlerts; iPTF,ATLAS16crg,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - CFH12k",ESO-NTT - EFOSC2-NTT,1,1,,18.5,cyan-ATLAS,2016-09-02 09:51:50.000,ATLAS_Bot1,,2016TNSTR.641....1T,2016TNSCR.657....1B,
14411,SN 2016flv,22:45:29.960,-07:20:07.14,SN Ia,, APMUKS(BJ) B224253.45-073553.1,,PTSS,PTSS,PTSS,PTSS,PTSS-16mvt,CNEOST - STA1600,BAO-2.16m - Phot-spec,1,1,,17.5,r-Sloan,2016-08-27 16:00:50.000,Li,,2016TNSTR.599....1X,2016TNSCR.609....1R,
14410,SN 2016flu,23:47:11.724,+10:04:59.74,SN Ia,0.034,SDSS J234711.91+100459.8,,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS",Padova-Asiago,ASAS-SN; Pan-STARRS,ASASSN-16jj,"ASASSN-1 - Brutus, PS1 - GPC1",Ekar - AFOSC,1,1,,17.1,V-Johnson,2016-08-27 13:40:47.000,Stanek,,2016TNSTR.596....1S,2016TNSCR.600....1T,
14406,SN 2016flq,00:28:36.514,-01:33:03.12,SN Ic,0.06,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",PESSTO,iPTF; Pan-STARRS,PS16elf,"P48 - CFH12k, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.71,w-P1,2016-09-26 09:37:26.000,PS1_Bot1,,2016TNSTR.733....1C,2016TNSCR.742....1S,
14404,SN 2016flo,00:11:06.336,+02:05:14.15,SN Ia,0.065,,,iPTF,iPTF,iPTF,iPTF,iPTF16flo,P48 - CFH12k,P60 - SEDM,1,1,2016-09-02,18.443,R-PTF,2016-08-27 10:29:16.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14403,SN 2016fln,00:29:04.552,+14:45:03.01,SN Ia,0.06,,,iPTF,iPTF,iPTF,iPTF,iPTF16fln,P48 - CFH12k,P60 - SEDM,1,1,2016-09-15,18.963,R-PTF,2016-08-27 10:48:00.000,iPTF_Bot1,,2016TNSTR.681....1K,2016TNSCR.683....1P,
14353,SN 2016fjp,21:54:29.880,-57:39:43.20,SN Ia,0.076,ESO145-025,,"DLT40, GaiaAlerts","DLT40, GaiaAlerts",LCOGT SN-KP,DLT40; GaiaAlerts; iPTF; PESSTO,DLT16w,"Gaia - Gaia-photometric, Other - Other",FTS - FLOYDS-S,1,1,,19.4963,Clear-,2016-08-26 08:38:24.000,DLT40_bot1,,2016TNSTR.592....1V,2016TNSCR.634....1H,
14350,SN 2016fjm,01:39:24.579,+38:07:41.62,SN Ia,,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16fjm,"P48 - CFH12k, PS1 - GPC1",P60 - P60-Cam,1,1,,19.112,g-PTF,2016-08-26 12:24:28.000,iPTF_Bot1,,2016TNSTR.681....1K,2016TNSCR.683....1P,
14346,SN 2016fji,01:02:31.873,+25:11:26.49,SN IIn,0.087,,,iPTF,iPTF,iPTF,iPTF,iPTF16fji,P48 - CFH12k,P200 - DBSP,1,1,2018-08-26,19.158,R-PTF,2016-08-26 11:03:50.000,iPTF_Bot1,,2018TNSTR1244....1K,2021TNSCR2567....1Y,
14337,SN 2016fiz,22:00:10.150,+18:57:47.53,SN II,0.05,,,iPTF,iPTF,iPTF,iPTF,iPTF16fiz,P48 - CFH12k,P60 - SEDM,1,1,2016-09-06,19.4477,R-PTF,2016-08-26 06:41:45.000,iPTF_Bot1,,2016TNSTR.642....1K,2016TNSCR.672....1Y,
14329,SN 2016fir,22:07:07.090,+12:06:13.18,SN IIn,0.127,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",iPTF,GaiaAlerts; iPTF,Gaia16bxg,"Gaia - Gaia-photometric, P48 - CFH12k",P60 - SEDM,1,1,,18.32,G-Gaia,2016-11-20 16:29:16.000,Gaia_Bot1,,2016TNSTR.948....1D,2021TNSCR2567....1Y,
14327,SN 2016fip,23:46:58.195,+29:27:32.19,SN II,0.017,,,iPTF,iPTF,iPTF,iPTF,iPTF16fip,P48 - CFH12k,P200 - DBSP,1,1,2016-09-06,18.239,R-PTF,2016-08-25 11:02:24.000,iPTF_Bot1,,2016TNSTR.642....1K,2021TNSCR2567....1Y,
14323,SN 2016fim,23:58:46.701,+36:11:25.42,SN Ia,0.088,,,iPTF,iPTF,iPTF,iPTF,iPTF16fim,P48 - CFH12k,P200 - DBSP,1,1,2016-09-02,19.2642,g-PTF,2016-08-25 11:48:28.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14321,SN 2016fik,23:25:11.908,+27:43:57.04,SN Ia,0.11,,,iPTF,iPTF,iPTF,iPTF,iPTF16fik,P48 - CFH12k,P200 - DBSP,1,1,2016-09-02,19.584,R-PTF,2016-08-25 10:16:19.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14320,SN 2016fij,00:46:56.316,-33:47:35.59,SN Ia,, 2dFGRS S501Z101,0.0389,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16jh,ASASSN-2 - Cassius,LCO-duPont - WFCCD,1,1,,16.75,V-Johnson,2016-08-25 06:07:09.000,Dong, [Object redshift updated according to host-redshift by admin],2016TNSTR.591....1C,2016TNSCR1000....1S,
14317,SN 2016fig,23:29:20.385,+22:32:28.98,SN Ia,0.101,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16fig,"P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,19.6773,R-PTF,2016-08-25 10:12:00.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14312,SN 2016fib,22:20:45.924,+26:35:07.23,SN Ia,0.0806,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16fib,"P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,19.035,g-PTF,2016-08-25 08:13:55.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14310,SN 2016fhz,22:07:24.937,+20:43:17.17,SN Ia,0.07,,,iPTF,iPTF,iPTF,iPTF,iPTF16fhz,P48 - CFH12k,P60 - SEDM,1,1,2016-09-02,19.338,g-PTF,2016-08-25 08:05:16.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14309,SN 2016fhy,21:22:47.765,+16:28:17.69,SN Ia,0.1135,,,iPTF,iPTF,iPTF,iPTF,iPTF16fhy,P48 - CFH12k,P200 - DBSP,1,1,2016-09-02,19.8038,g-PTF,2016-08-25 04:50:52.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14307,SN 2016fhw,22:09:20.652,+26:10:17.59,SN Ia,0.1,,,iPTF,iPTF,iPTF,iPTF,iPTF16fhw,P48 - CFH12k,P60 - SEDM,1,1,2016-09-06,19.458,R-PTF,2016-08-25 06:46:04.000,iPTF_Bot1,,2016TNSTR.642....1K,2016TNSCR.683....1P,
14305,SN 2016fhu,22:03:03.980,+11:54:07.45,SN Ia,0.076,2MASX J22030401+1154106,0.076,"PTSS, iPTF","PTSS, iPTF",iPTF,iPTF; PTSS,PTSS-16ncp,"CNEOST - STA1600, P48 - CFH12k",P200 - DBSP,1,1,,18.6,r-Sloan,2016-08-31 14:27:32.000,Li,,2016TNSTR.619....1X,2016TNSCR.622....1F,
14304,SN 2016fht,22:02:17.454,+29:32:05.22,SN Ia,0.079,,,iPTF,iPTF,iPTF,iPTF,iPTF16fht,P48 - CFH12k,P200 - DBSP,1,1,2016-09-02,20.159,R-PTF,2016-08-25 06:48:57.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14299,SN 2016fho,23:20:38.497,+48:23:29.59,SN II,0.044,,,Pan-STARRS,Pan-STARRS,Padova-Asiago,Pan-STARRS,PS16dyk,PS1 - GPC1,Ekar - AFOSC,1,1,,18.72,i-Sloan,2016-08-18 10:13:26.000,PS1_Bot1,,2016TNSTR.587....1C,2016TNSCR.597....1T,
14298,SN 2016fhn,01:34:40.152,+55:25:08.33,SN Ic,0.025,,,Pan-STARRS,Pan-STARRS,Padova-Asiago,Pan-STARRS,PS16dyl,PS1 - GPC1,Ekar - AFOSC,1,1,,19.56,i-Sloan,2016-08-21 13:32:09.000,PS1_Bot1,,2016TNSTR.587....1C,2016TNSCR.597....1T,
14247,SN 2016ffo,02:49:42.760,+46:34:36.62,SN Ia,0.028,,,"Pan-STARRS, GaiaAlerts","Pan-STARRS, GaiaAlerts",Padova-Asiago,GaiaAlerts; Pan-STARRS,PS16dxg,"Gaia - Gaia-photometric, PS1 - GPC1",Ekar - AFOSC,1,1,,17.94,i-Sloan,2016-08-21 12:20:09.000,PS1_Bot1,,2016TNSTR.585....1C,2016TNSCR.597....1T,
14240,SN 2016ffh,15:11:49.460,+46:15:03.35,SN Ia,0.018,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",Padova-Asiago,ATLAS; GaiaAlerts,ATLAS16cpu,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric",Ekar - AFOSC,1,1,,18.5,orange-ATLAS,2016-08-17 06:34:33.000,ATLAS_Bot1,,2016TNSTR.583....1T,2016TNSCR.589....1C,
14237,SN 2016fff,22:36:59.210,-25:13:55.24,SN Ia,0.011441,UGCA 430,0.011441,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS",ASAS-SN,ASAS-SN; Pan-STARRS,ASASSN-16jf,"ASASSN-2 - Cassius, PS1 - GPC1",MDM-2.4 - OSMOS,1,1,,15.5,V-Johnson,2016-08-23 06:00:00.000,Stanek,,2016TNSTR.582....1S,2016TNSCR.588....1B,
14231,SN 2016fez,17:05:48.870,+69:50:54.49,SN Ia,0.037,2MASX J17055033+6950555,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",Padova-Asiago,GaiaAlerts,ASASSN-16je,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",Ekar - AFOSC,1,1,,16.8,V-Johnson,2016-08-21 07:55:12.000,Stanek,,2016TNSTR.578....1S,2016TNSCR.586....1C,
14227,SN 2016fev,00:46:29.268,+08:25:58.85,SN Ia,0.04,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",Padova-Asiago,iPTF; Pan-STARRS,PS16dwl,"P48 - CFH12k, PS1 - GPC1",Ekar - AFOSC,1,1,,18.44,w-P1,2016-08-14 13:45:07.000,PS1_Bot1,,2016TNSTR.581....1C,2016TNSCR.597....1T,
